UniprotID	ProteinName	Gene
P31040	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)"	SDHA
P50443	Sulfate transporter (Diastrophic dysplasia protein) (Solute carrier family 26 member 2)	SLC26A2
Q9HCD6	"Protein TANC2 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 2)"	TANC2
P07602	Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]	PSAP
P13866	Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1)	SLC5A1
P55809	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s)"	OXCT1
Q8IWT1	Sodium channel subunit beta-4	SCN4B
Q14160	Protein scribble homolog (Scribble) (hScrib) (Protein LAP4)	SCRIB
Q86SQ7	Serologically defined colon cancer antigen 8 (Antigen NY-CO-8) (Centrosomal colon cancer autoantigen protein) (hCCCAP)	SDCCAG8
Q9Y2V3	Retinal homeobox protein Rx (Retina and anterior neural fold homeobox protein)	RAX
O76082	Solute carrier family 22 member 5 (High-affinity sodium-dependent carnitine cotransporter) (Organic cation/carnitine transporter 2)	SLC22A5
A0AV02	Solute carrier family 12 member 8 (Cation-chloride cotransporter 9)	SLC12A8
Q86YT5	Solute carrier family 13 member 5 (Na(+)/citrate cotransporter) (NaCT) (Sodium-coupled citrate transporter) (Sodium-dependent citrate transporter)	SLC13A5
Q6P1M0	Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-)	SLC27A4
Q9Y2W3	Proton-associated sugar transporter A (PAST-A) (Deleted in neuroblastoma 5 protein) (DNb-5) (Solute carrier family 45 member 1)	SLC45A1
Q9UMX9	Membrane-associated transporter protein (Melanoma antigen AIM1) (Protein AIM-1) (Solute carrier family 45 member 2)	SLC45A2
Q9NQ40	"Solute carrier family 52, riboflavin transporter, member 3 (Riboflavin transporter 2) (hRFT2)"	SLC52A3
Q8TF17	SH3 domain and tetratricopeptide repeat-containing protein 2	SH3TC2
Q9Y399	"28S ribosomal protein S2, mitochondrial (MRP-S2) (S2mt) (Mitochondrial small ribosomal subunit protein uS2m)"	MRPS2
Q8WYR4	Radial spoke head 1 homolog (Cancer/testis antigen 79) (CT79) (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein)	RSPH1
Q92736	Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	RYR2
Q96BI1	Solute carrier family 22 member 18 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein) (Efflux transporter-like protein) (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Organic cation transporter-like protein 2) (ORCTL-2) (Solute carrier family 22 member 1-like) (Tumor-suppressing STF cDNA 5 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein) (p45-Beckwith-Wiedemann region 1 A) (p45-BWR1A)	SLC22A18
Q96K19	E3 ubiquitin-protein ligase RNF170 (EC 2.3.2.27) (Putative LAG1-interacting protein) (RING finger protein 170) (RING-type E3 ubiquitin transferase RNF170)	RNF170
Q7Z333	Probable helicase senataxin (EC 3.6.4.-) (Amyotrophic lateral sclerosis 4 protein) (SEN1 homolog) (Senataxin)	SETX
Q8IWL1	Pulmonary surfactant-associated protein A2 (PSP-A) (PSPA) (SP-A) (SP-A2) (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-5)	SFTPA2
Q5FBB7	Shugoshin 1 (Serologically defined breast cancer antigen NY-BR-85) (Shugoshin-like 1)	SGO1
Q13813	"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)"	SPTAN1
O43597	Protein sprouty homolog 2 (Spry-2)	SPRY2
Q9C004	Protein sprouty homolog 4 (Spry-4)	SPRY4
Q5TD94	Radial spoke head protein 4 homolog A (Radial spoke head-like protein 3)	RSPH4A
Q9NZ71	Regulator of telomere elongation helicase 1 (EC 3.6.4.12) (Novel helicase-like)	RTEL1
P82930	"28S ribosomal protein S34, mitochondrial (MRP-S34) (S34mt) (Mitochondrial small ribosomal subunit protein mS34)"	MRPS34
P55017	Solute carrier family 12 member 3 (Na-Cl cotransporter) (NCC) (Na-Cl symporter) (Thiazide-sensitive sodium-chloride cotransporter)	SLC12A3
Q9H2X9	Solute carrier family 12 member 5 (Electroneutral potassium-chloride cotransporter 2) (K-Cl cotransporter 2) (hKCC2) (Neuronal K-Cl cotransporter)	SLC12A5
Q9HCK4	Roundabout homolog 2	ROBO2
Q01973	"Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1)"	ROR1
O14802	DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160)	POLR3A
Q9Y3D3	"28S ribosomal protein S16, mitochondrial (MRP-S16) (S16mt) (Mitochondrial small ribosomal subunit protein bS16m)"	MRPS16
Q96DW6	Mitochondrial glycine transporter (Mitochondrial glycine transporter GlyC) (Solute carrier family 25 member 38)	SLC25A38
Q9NTN3	UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter (UDP-GlcA/UDP-GalNAc transporter) (Solute carrier family 35 member D1) (UDP-galactose transporter-related protein 7) (UGTrel7)	SLC35D1
Q9NWF4	"Solute carrier family 52, riboflavin transporter, member 1 (Porcine endogenous retrovirus A receptor 2) (PERV-A receptor 2) (huPAR-2) (Protein GPR172B) (Riboflavin transporter 1) (hRFT1)"	SLC52A1
Q86UC2	Radial spoke head protein 3 homolog (A-kinase anchor protein RSPH3) (Radial spoke head-like protein 2)	RSPH3
Q9H1X1	Radial spoke head protein 9 homolog	RSPH9
Q8WXD0	Relaxin receptor 2 (G-protein coupled receptor 106) (G-protein coupled receptor affecting testicular descent) (Leucine-rich repeat-containing G-protein coupled receptor 8) (Relaxin family peptide receptor 2)	RXFP2
Q9Y2B1	"Ribitol-5-phosphate xylosyltransferase 1 (EC 2.4.2.-) (Transmembrane protein 5) (UDP-D-xylose:ribitol-5-phosphate beta1,4-xylosyltransferase)"	RXYLT1
Q9UHW9	Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3)	SLC12A6
Q96AG3	Solute carrier family 25 member 46	SLC25A46
O75298	Reticulon-2 (Neuroendocrine-specific protein-like 1) (NSP-like protein 1) (Neuroendocrine-specific protein-like I) (NSP-like protein I) (NSPLI)	RTN2
Q9BZR6	Reticulon-4 receptor (Nogo receptor) (NgR) (Nogo-66 receptor)	RTN4R
Q8N2Y8	Iporin (Interacting protein of Rab1) (RUN and SH3 domain-containing protein 2)	RUSC2
O43511	Pendrin (Sodium-independent chloride/iodide transporter) (Solute carrier family 26 member 4)	SLC26A4
Q96RN1	Testis anion transporter 1 (Anion exchange transporter) (Solute carrier family 26 member 8)	SLC26A8
A6NNN8	Putative sodium-coupled neutral amino acid transporter 8 (Solute carrier family 38 member 8)	SLC38A8
P23526	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	AHCY
Q8IVG5	Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like)	SAMD9L
O00294	Tubby-related protein 1 (Tubby-like protein 1)	TULP1
Q9H061	Transmembrane protein 126A	TMEM126A
P49848	Transcription initiation factor TFIID subunit 6 (RNA polymerase II TBP-associated factor subunit E) (Transcription initiation factor TFIID 70 kDa subunit) (TAF(II)70) (TAFII-70) (TAFII70) (Transcription initiation factor TFIID 80 kDa subunit) (TAF(II)80) (TAFII-80) (TAFII80)	TAF6
Q70YC4	Talanin	ZNF365
Q9BVV6	Protein TALPID3	KIAA0586
Q00059	"Transcription factor A, mitochondrial (mtTFA) (Mitochondrial transcription factor 1) (MtTF1) (Transcription factor 6) (TCF-6) (Transcription factor 6-like 2)"	TFAM
Q8WVM0	"Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (h-mtTFB) (h-mtTFB1) (hTFB1M) (mtTFB1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)"	TFB1M
P19429	"Troponin I, cardiac muscle (Cardiac troponin I)"	TNNI3
Q3ZCQ8	Mitochondrial import inner membrane translocase subunit TIM50	TIMM50
Q8NEW7	Transmembrane inner ear expressed protein	TMIE
Q9H3S3	Transmembrane protease serine 5 (EC 3.4.21.-) (Spinesin)	TMPRSS5
Q71U36	Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	TUBA1A
Q9ULP9	TBC1 domain family member 24	TBC1D24
O95935	T-box transcription factor TBX18 (T-box protein 18)	TBX18
Q13488	V-type proton ATPase 116 kDa subunit a3 (V-ATPase 116 kDa subunit a3) (Osteoclastic proton pump 116 kDa subunit) (OC-116 kDa) (OC116) (T-cell immune regulator 1) (T-cell immune response cDNA7 protein) (TIRC7) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 3)	TCIRG1
Q8NFU7	Methylcytosine dioxygenase TET1 (EC 1.14.11.n2) (CXXC-type zinc finger protein 6) (Leukemia-associated protein with a CXXC domain) (Ten-eleven translocation 1 gene protein)	TET1
P00734	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	F2
O15164	Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24)	TRIM24
Q6NUS6	Tectonic-3	TCTN3
Q8IWB6	Inactive serine/threonine-protein kinase TEX14 (Protein kinase-like protein SgK307) (Sugen kinase 307) (Testis-expressed sequence 14) (Testis-expressed sequence 14 protein)	TEX14
Q92994	"Transcription factor IIIB 90 kDa subunit (TFIIIB90) (hTFIIIB90) (B-related factor 1) (BRF-1) (hBRF) (TAF3B2) (TATA box-binding protein-associated factor, RNA polymerase III, subunit 2)"	BRF1
P19532	Transcription factor E3 (Class E basic helix-loop-helix protein 33) (bHLHe33)	TFE3
Q9UP52	Transferrin receptor protein 2 (TfR2)	TFR2
Q08188	Protein-glutamine gamma-glutamyltransferase E (EC 2.3.2.13) (Transglutaminase E) (TG(E)) (TGE) (TGase E) (Transglutaminase-3) (TGase-3) [Cleaved into: Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain]	TGM3
P57082	T-box transcription factor TBX4 (T-box protein 4)	TBX4
Q96SF7	T-box transcription factor TBX15 (T-box protein 15) (T-box transcription factor TBX14) (T-box protein 14)	TBX15
P28347	Transcriptional enhancer factor TEF-1 (NTEF-1) (Protein GT-IIC) (TEA domain family member 1) (TEAD-1) (Transcription factor 13) (TCF-13)	TEAD1
Q9NQB0	Transcription factor 7-like 2 (HMG box transcription factor 4) (T-cell-specific transcription factor 4) (T-cell factor 4) (TCF-4) (hTCF-4)	TCF7L2
P31483	Nucleolysin TIA-1 isoform p40 (RNA-binding protein TIA-1) (T-cell-restricted intracellular antigen-1) (TIA-1) (p40-TIA-1)	TIA1
Q9BUR4	Telomerase Cajal body protein 1 (WD repeat-containing protein 79) (WD40 repeat-containing protein antisense to TP53 gene) (WRAP53beta)	WRAP53
P48643	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)	CCT5
Q9Y487	V-type proton ATPase 116 kDa subunit a2 (V-ATPase 116 kDa subunit a2) (Lysosomal H(+)-transporting ATPase V0 subunit a2) (TJ6) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 2)	ATP6V0A2
P10600	Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	TGFB3
P36897	TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (Activin A receptor type II-like protein kinase of 53kD) (Activin receptor-like kinase 5) (ALK-5) (ALK5) (Serine/threonine-protein kinase receptor R4) (SKR4) (TGF-beta type I receptor) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I)	TGFBR1
Q03518	Antigen peptide transporter 1 (APT1) (EC 7.4.2.-) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein) (RING4)	TAP1
Q03519	Antigen peptide transporter 2 (APT2) (EC 7.4.2.-) (ATP-binding cassette sub-family B member 3) (Peptide supply factor 2) (Peptide transporter PSF2) (PSF-2) (Peptide transporter TAP2) (Peptide transporter involved in antigen processing 2) (Really interesting new gene 11 protein) (RING11)	TAP2
P07437	Tubulin beta chain (Tubulin beta-5 chain)	TUBB
O15178	T-box transcription factor T (Brachyury protein) (Protein T)	TBXT
Q9UL17	T-box transcription factor TBX21 (T-box protein 21) (T-cell-specific T-box transcription factor T-bet) (Transcription factor TBLYM)	TBX21
Q9Y4R8	Telomere length regulation protein TEL2 homolog (Protein clk-2 homolog) (hCLK2)	TELO2
Q9UHD2	Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)	TBK1
P55072	Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)	VCP
P02786	"Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (T9) (p90) (CD antigen CD71) [Cleaved into: Transferrin receptor protein 1, serum form (sTfR)]"	TFRC
Q15583	Homeobox protein TGIF1 (5'-TG-3'-interacting factor 1)	TGIF1
P22735	Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1)	TGM1
P10828	Thyroid hormone receptor beta (Nuclear receptor subfamily 1 group A member 2) (c-erbA-2) (c-erbA-beta)	THRB
P61812	Transforming growth factor beta-2 proprotein (Cetermin) (Glioblastoma-derived T-cell suppressor factor) (G-TSF) [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-2 (TGF-beta-2)]	TGFB2
P37173	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	TGFBR2
Q13885	Tubulin beta-2A chain (Tubulin beta class IIa)	TUBB2A
Q9NZ01	"Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER)"	TECR
P22105	Tenascin-X (TN-X) (Hexabrachion-like protein)	TNXB
Q8IYF3	Testis-expressed protein 11 (Protein ZIP4 homolog) (ZIP4H)	TEX11
Q6ZYL4	General transcription factor IIH subunit 5 (General transcription factor IIH polypeptide 5) (TFB5 ortholog) (TFIIH basal transcription factor complex TTD-A subunit)	GTF2H5
P24821	Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C)	TNC
Q92734	Protein TFG (TRK-fused gene protein)	TFG
O95932	Protein-glutamine gamma-glutamyltransferase 6 (EC 2.3.2.13) (Transglutaminase Y) (TGY) (TGase Y) (Transglutaminase-3-like) (TGase-3-like) (Transglutaminase-6) (TG6) (TGase-6)	TGM6
Q96C45	Serine/threonine-protein kinase ULK4 (EC 2.7.11.1) (Unc-51-like kinase 4)	ULK4
Q9BSH4	Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I)	TACO1
P10636	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	MAPT
Q13509	Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III)	TUBB3
P37840	Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)	SNCA
Q92750	Transcription initiation factor TFIID subunit 4B (Transcription initiation factor TFIID 105 kDa subunit) (TAF(II)105) (TAFII-105) (TAFII105)	TAF4B
Q99593	T-box transcription factor TBX5 (T-box protein 5)	TBX5
O95947	T-box transcription factor TBX6 (T-box protein 6)	TBX6
Q9BZK7	F-box-like/WD repeat-containing protein TBL1XR1 (Nuclear receptor corepressor/HDAC3 complex subunit TBLR1) (TBL1-related protein 1) (Transducin beta-like 1X-related protein 1)	TBL1XR1
Q5T011	KICSTOR complex protein SZT2 (Seizure threshold 2 protein homolog)	SZT2
P29084	Transcription initiation factor IIE subunit beta (TFIIE-beta) (General transcription factor IIE subunit 2)	GTF2E2
Q9BTW9	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D)	TBCD
O60343	TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160)	TBC1D4
Q6N021	Methylcytosine dioxygenase TET2 (EC 1.14.11.n2)	TET2
Q96BZ9	TBC1 domain family member 20	TBC1D20
Q3ZCM7	Tubulin beta-8 chain (Tubulin beta 8 class VIII)	TUBB8
Q15813	Tubulin-specific chaperone E (Tubulin-folding cofactor E)	TBCE
Q8TEA7	TBC domain-containing protein kinase-like protein	TBCK
O43435	T-box transcription factor TBX1 (T-box protein 1) (Testis-specific T-box protein)	TBX1
Q9UMR3	T-box transcription factor TBX20 (T-box protein 20)	TBX20
P20062	Transcobalamin-2 (TC-2) (Transcobalamin II) (TC II) (TCII)	TCN2
P56279	T-cell leukemia/lymphoma protein 1A (Oncogene TCL-1) (Oncogene TCL1) (Protein p14 TCL1)	TCL1A
Q5HYJ1	"Trans-2,3-enoyl-CoA reductase-like (EC 1.3.1.-) (Steroid 5-alpha-reductase 2-like 2 protein)"	TECRL
Q9BXT5	Testis-expressed protein 15 (Cancer/testis antigen 42) (CT42)	TEX15
Q9H269	Vacuolar protein sorting-associated protein 16 homolog (hVPS16)	VPS16
O60806	"T-box transcription factor TBX19 (T-box protein 19) (T-box factor, pituitary)"	TBX19
P23258	Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1)	TUBG1
O15273	Telethonin (Titin cap protein)	TCAP
O14746	Telomerase reverse transcriptase (EC 2.7.7.49) (HEST2) (Telomerase catalytic subunit) (Telomerase-associated protein 2) (TP2)	TERT
Q96IP4	Terminal nucleotidyltransferase 5A (EC 2.7.7.-) (HBV X-transactivated gene 11 protein) (HBV XAg-transactivated protein 11)	TENT5A
P15923	Transcription factor E2-alpha (Class B basic helix-loop-helix protein 21) (bHLHb21) (Immunoglobulin enhancer-binding factor E12/E47) (Immunoglobulin transcription factor 1) (Kappa-E2-binding factor) (Transcription factor 3) (TCF-3) (Transcription factor ITF-1)	TCF3
Q9H270	Vacuolar protein sorting-associated protein 11 homolog (hVPS11) (RING finger protein 108)	VPS11
O43548	Protein-glutamine gamma-glutamyltransferase 5 (EC 2.3.2.13) (Transglutaminase X) (TG(X)) (TGX) (TGase X) (Transglutaminase-5) (TGase-5)	TGM5
P24557	Thromboxane-A synthase (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	TBXAS1
Q6YHU6	Thyroid adenoma-associated protein (Gene inducing thyroid adenomas protein)	THADA
Q9NVV9	THAP domain-containing protein 1	THAP1
Q9NUM4	Transmembrane protein 106B	TMEM106B
Q9P0N9	TBC1 domain family member 7 (Cell migration-inducing protein 23)	TBC1D7
Q9Y458	T-box transcription factor TBX22 (T-box protein 22)	TBX22
Q13428	Treacle protein (Treacher Collins syndrome protein)	TCOF1
O15040	Tectonin beta-propeller repeat-containing protein 2 (WD repeat-containing protein KIAA0329/KIAA0297)	TECPR2
Q8NHU6	Tudor domain-containing protein 7 (PCTAIRE2-binding protein) (Tudor repeat associator with PCTAIRE-2) (Trap)	TDRD7
O75443	Alpha-tectorin	TECTA
Q96T88	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)	UHRF1
